Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCX42,6.36,0,0.005977465,9,163.3526,6,6,2,1,1,2631.2416
FDK52,12.857645184135976,0,0.0,5,225.3062,5,0,1,2,3,4288.4178
FDD04,12.857645184135976,0,0.157528118,4,142.9154,4,0,2,0,0,141.8154
FDF12,8.235,0,0.08242785400000001,0,149.3076,8,2,2,0,1,2808.3444
NCL41,12.35,0,0.041802518,8,34.8216,9,4,1,0,1,311.5944
NCW41,18.0,0,0.015450376000000002,8,158.9604,8,2,2,0,1,1584.604
FDO60,20.0,0,0.05752754400000001,0,43.1086,0,3,1,2,0,89.2172
FDZ55,6.055,0,0.025512207000000002,6,159.692,3,8,1,2,2,5592.72
FDZ59,6.63,1,0.174110803,0,166.85,0,3,1,2,0,499.35
FDO24,12.857645184135976,0,0.175362333,0,158.9604,5,0,1,2,3,4436.8912
FDW14,8.3,1,0.038367194,4,87.1198,3,8,1,2,2,959.4178
FDD40,20.25,1,0.014781046,4,193.8162,1,1,0,2,1,3463.4916
FDJ38,8.6,1,0.040268043999999996,3,191.453,9,4,1,0,1,1707.777
NCO54,19.5,0,0.014355033,9,55.4614,2,7,1,1,1,552.614
FDJ10,5.095,1,0.129766301,13,141.6838,7,5,1,1,1,3231.1274
FDK27,11.0,0,0.008997141,10,119.9756,2,7,1,1,1,1938.8096
FDR09,18.25,0,0.07784544,13,260.5962,9,4,1,0,1,3884.9429999999998
FDO60,20.0,0,0.0,0,43.4086,3,8,1,2,2,401.4774
FDX50,12.857645184135976,0,0.074265816,4,109.5228,5,0,1,2,3,3757.7752
FDR44,12.857645184135976,1,0.10242248699999999,6,131.4968,5,0,1,2,3,1565.9616
FDD17,7.5,0,0.032811503,5,239.6906,2,7,1,1,1,2614.5966
FDI60,7.22,1,0.038477325,0,62.951,3,8,1,2,2,1138.518
FDH31,12.0,1,0.020411155,10,98.6042,8,2,2,0,1,1091.2462
FDL50,12.15,1,0.042552418,3,123.5046,2,7,1,1,1,1743.0644
FDO21,11.6,1,0.009818244,13,223.1404,2,7,1,1,1,5175.9292
FDW12,8.315,1,0.035572183,0,144.4444,8,2,2,0,1,2902.888
FDT15,12.15,1,0.04274788,10,183.695,9,4,1,0,1,2929.52
FDV25,5.905,0,0.04572322,3,222.1456,9,4,1,0,1,5747.1856
DRH13,8.575,0,0.023934398,14,105.82799999999999,7,5,1,1,1,958.752
FDG21,17.35,1,0.146527359,12,147.905,9,4,1,0,1,2247.075
NCI55,18.6,0,0.012651171999999999,9,123.1414,6,6,2,1,1,2314.9866
NCO06,12.857645184135976,0,0.10750729099999999,9,34.8558,5,0,1,2,3,441.4254
FDR27,15.1,1,0.096295326,10,133.4942,7,5,1,1,1,1457.4362
FDA22,12.857645184135976,0,0.0,15,167.5158,5,0,1,2,3,4345.0108
FDS03,7.825,0,0.079613553,10,65.0826,6,6,2,1,1,1162.4868
FDZ12,9.17,0,0.10339830900000001,0,143.947,3,8,1,2,2,2576.646
FDJ20,20.7,1,0.16767231,6,124.2388,0,3,1,2,0,247.6776
FDV09,12.1,0,0.020551458,13,146.6734,1,1,0,2,1,2227.101
FDW09,13.65,1,0.025961116,13,80.4302,9,4,1,0,1,316.9208
FDS36,8.38,1,0.046960237,0,111.85700000000001,9,4,1,0,1,2966.139
FDY19,19.75,0,0.041533438,6,119.8466,3,8,1,2,2,2239.0854
DRC49,8.67,0,0.065436581,14,142.9128,8,2,2,0,1,2013.3792
FDN12,15.6,0,0.08126841,0,110.2544,7,5,1,1,1,1789.6704
FDJ03,12.35,1,0.072689818,4,48.7692,3,8,1,2,2,788.3072
FDC46,17.7,0,0.116723677,13,182.4266,9,4,1,0,1,5163.9448
FDM02,12.5,1,0.074035423,3,87.9198,3,8,1,2,2,1133.8574
FDV20,20.2,1,0.059751637999999996,6,129.1678,1,1,0,2,1,1017.3424
NCH07,13.15,0,0.09285496300000001,9,158.7604,7,5,1,1,1,3010.7476
FDL28,12.857645184135976,1,0.0,5,230.0668,4,0,2,0,0,691.1004
FDJ46,12.857645184135976,0,0.044606379,13,174.2054,5,0,1,2,3,4377.635
FDQ34,10.85,0,0.16210760300000002,13,106.3622,1,1,0,2,1,2117.244
NCD42,12.857645184135976,0,0.0,8,37.3506,5,0,1,2,3,1024.6662
FDO34,17.7,0,0.030060895,13,166.4816,3,8,1,2,2,2013.3792
FDX60,14.35,0,0.081050006,0,79.196,2,7,1,1,1,1278.336
FDZ28,20.0,1,0.051783761,5,125.8678,2,7,1,1,1,3433.5306
FDT36,12.3,0,0.0,0,37.2874,1,1,0,2,1,705.748
FDL24,10.3,1,0.024998007000000003,0,174.4422,3,8,1,2,2,3448.844
FDJ58,15.6,1,0.10520844800000001,13,170.5764,1,1,0,2,1,4466.1864
FDY12,9.8,1,0.14118383,0,50.5008,3,8,1,2,2,253.00400000000002
FDP58,11.1,0,0.13569283099999999,13,220.0482,3,8,1,2,2,2628.5784
FDC41,12.857645184135976,0,0.11634708699999999,5,76.867,5,0,1,2,3,2526.7110000000002
FDY07,11.8,0,0.12150063,6,46.8402,1,1,0,2,1,413.4618
FDN08,7.72,1,0.088864488,6,119.3466,2,7,1,1,1,3064.0116
FDJ53,12.857645184135976,0,0.070912843,5,121.5098,5,0,1,2,3,2410.196
FDX04,19.6,1,0.041571557,5,49.9376,8,2,2,0,1,623.1888
FDZ19,6.425,0,0.09345489900000001,6,175.3712,8,2,2,0,1,2988.1104
FDB45,20.85,0,0.021329793,6,105.5306,8,2,2,0,1,940.7754
NCF54,18.0,0,0.07929947400000001,9,170.5422,0,3,1,2,0,344.8844
FDX21,7.05,0,0.08513833400000001,13,108.6912,7,5,1,1,1,1310.2944
FDA50,16.25,0,0.08717513699999999,4,98.34100000000001,8,2,2,0,1,1351.5739999999998
DRH39,20.7,0,0.093214498,4,74.667,2,7,1,1,1,2143.876
FDA38,5.44,0,0.025458716,4,241.2538,1,1,0,2,1,3124.5994
NCP30,20.5,0,0.032741422,9,40.4822,1,1,0,2,1,589.2330000000001
FDW19,12.35,1,0.038560278999999996,6,109.85700000000001,9,4,1,0,1,1208.427
FDF41,12.857645184135976,0,0.130544568,5,248.046,5,0,1,2,3,7883.071999999999
DRF23,4.61,0,0.122629121,7,175.4396,6,6,2,1,1,2616.594
NCP14,8.275,0,0.110913601,9,106.3306,2,7,1,1,1,1254.3672
FDK44,12.857645184135976,0,0.121635591,6,175.4738,5,0,1,2,3,2954.1546
DRA59,8.27,1,0.128449055,14,186.5924,3,8,1,2,2,4442.2176
FDC28,7.905,0,0.055098434,5,109.2254,7,5,1,1,1,976.7286
NCO53,16.2,0,0.0,8,182.1608,9,4,1,0,1,3123.9336
FDY55,12.857645184135976,0,0.0,6,258.3988,4,0,2,0,0,256.9988
NCS54,13.6,0,0.010013429,9,176.437,7,5,1,1,1,4587.362
NCM07,9.395,0,0.040187877000000004,11,85.6908,2,7,1,1,1,1593.9252
FDQ19,7.35,1,0.024044278999999998,6,241.0512,0,3,1,2,0,242.3512
FDS40,15.35,0,0.014007727,5,38.319,1,1,0,2,1,292.952
FDC14,14.5,1,0.041214746000000003,3,42.0454,1,1,0,2,1,629.181
FDR12,12.6,1,0.031663212,0,173.2764,3,8,1,2,2,1030.6584
FDM60,10.8,1,0.0,0,39.3138,1,1,0,2,1,1015.345
FDG26,18.85,0,0.042716162,3,257.83299999999997,9,4,1,0,1,3332.329
NCL55,12.15,0,0.06479182,11,254.00400000000002,7,5,1,1,1,2277.036
FDO21,11.6,1,0.009761175,13,226.9404,6,6,2,1,1,1800.3232
NCG18,15.3,0,0.02295878,9,101.6332,1,1,0,2,1,1845.5976
FDA27,20.35,1,0.030927632000000004,4,256.8672,8,2,2,0,1,3579.3408
DRG03,14.5,0,0.103752817,4,155.1998,0,3,1,2,0,307.5996
FDC22,6.89,1,0.136428395,13,193.982,8,2,2,0,1,1737.7379999999998
FDC21,14.6,1,0.071904258,6,106.8254,0,3,1,2,0,108.5254
FDN50,16.85,1,0.026627857,3,93.712,3,8,1,2,2,745.696
DRF27,8.93,0,0.028393624,4,153.434,1,1,0,2,1,1378.2060000000001
FDW57,8.31,1,0.116331694,13,176.9028,2,7,1,1,1,3010.7476
FDM34,19.0,0,0.112893408,13,131.0626,0,3,1,2,0,524.6504
FDZ39,12.857645184135976,1,0.017937483,10,103.499,5,0,1,2,3,1547.985
FDU28,12.857645184135976,1,0.164438907,5,188.4214,4,0,2,0,0,376.8428
FDQ27,5.19,1,0.044252621,10,102.59899999999999,8,2,2,0,1,1651.184
FDQ52,17.0,0,0.12006027400000001,5,246.5434,2,7,1,1,1,4470.1812
FDT51,11.65,1,0.010909704,10,110.8544,1,1,0,2,1,1677.816
NCI30,20.25,0,0.059055045,9,247.34599999999998,7,5,1,1,1,1970.7679999999998
NCX29,10.0,0,0.149223055,8,145.8102,0,3,1,2,0,874.8612
FDX38,12.857645184135976,1,0.084404264,4,49.5376,4,0,2,0,0,143.8128
FDO08,11.1,1,0.054079555999999994,6,165.9526,2,7,1,1,1,2631.2416
FDM15,11.8,1,0.057655492999999995,10,152.6366,3,8,1,2,2,1662.5026
FDW22,9.695,1,0.030413777000000003,13,221.3114,3,8,1,2,2,2217.114
FDT08,13.65,0,0.049496899000000004,6,151.505,2,7,1,1,1,2846.295
FDS32,17.75,1,0.029653914,6,140.5838,8,2,2,0,1,2669.1922
NCI06,11.3,0,0.047912070999999994,9,179.86599999999999,3,8,1,2,2,1258.362
FDR21,12.857645184135976,0,0.066611321,13,178.237,5,0,1,2,3,3705.177
FDD05,19.35,0,0.016611475,5,122.0098,8,2,2,0,1,2651.2156
FDZ02,6.905,1,0.03822479,4,99.8726,7,5,1,1,1,587.2356
FDH47,13.5,1,0.12901648699999999,15,98.4068,9,4,1,0,1,1846.9292
FDM58,16.85,1,0.080141165,13,111.4544,2,7,1,1,1,2013.3792
FDG09,20.6,1,0.0480335,6,188.2556,7,5,1,1,1,3755.112
FDO27,6.175,1,0.17935589300000002,10,94.1752,9,4,1,0,1,575.2512
FDI41,18.5,1,0.06251052900000001,5,146.8418,3,8,1,2,2,2059.9852
FDK34,13.35,0,0.038519398999999996,13,236.8564,6,6,2,1,1,5005.4844
NCX54,12.857645184135976,0,0.047827139000000005,9,105.3622,5,0,1,2,3,3387.5904
FDL14,8.115,1,0.032208865,3,154.9972,9,4,1,0,1,3739.1328
FDA13,15.85,0,0.078874948,3,37.4506,3,8,1,2,2,303.6048
FDS11,12.857645184135976,1,0.097275777,1,223.9088,4,0,2,0,0,223.7088
FDT43,16.35,0,0.020664178000000002,6,50.8324,2,7,1,1,1,1298.31
FDR07,21.35,0,0.078060605,6,96.0094,3,8,1,2,2,380.8376
FDF41,12.15,0,0.131714183,5,245.84599999999998,3,8,1,2,2,4434.228
DRM23,16.6,0,0.135944247,7,172.0422,9,4,1,0,1,2586.633
FDO52,11.6,1,0.077478931,5,170.3106,3,8,1,2,2,4277.765
FDD10,20.6,1,0.046114018,13,178.2344,7,5,1,1,1,1070.6064
FDN38,12.857645184135976,1,0.161030847,3,251.2408,4,0,2,0,0,1001.3632
FDE17,20.1,1,0.054455495,5,149.5366,8,2,2,0,1,2871.5954
FDZ03,13.65,1,0.0,4,186.024,3,8,1,2,2,4287.752
FDD03,13.3,0,0.080257683,4,232.63,2,7,1,1,1,1864.24
NCW18,12.857645184135976,0,0.059037538,9,237.7248,5,0,1,2,3,2607.2728
DRG36,12.857645184135976,0,0.094916347,14,172.3106,5,0,1,2,3,4277.765
FDT43,16.35,0,0.034393057000000005,6,50.8324,0,3,1,2,0,155.7972
NCU17,5.32,0,0.09326167699999999,8,100.9674,3,8,1,2,2,1222.4088
FDH50,15.0,1,0.16143544,3,185.1266,8,2,2,0,1,2766.3990000000003
FDU57,8.27,1,0.089479661,13,148.6708,1,1,0,2,1,2106.5912
FDA56,12.857645184135976,0,0.008722342,6,123.5414,5,0,1,2,3,4508.1318
FDZ15,13.1,0,0.020988798,4,117.7782,2,7,1,1,1,1191.782
FDY51,12.5,0,0.081260969,10,221.7798,9,4,1,0,1,3085.3172
DRF03,19.1,0,0.045308130999999995,4,42.5138,8,2,2,0,1,649.8208
NCV06,11.3,0,0.06705851,9,194.0478,2,7,1,1,1,3293.7126
FDA21,13.65,0,0.035930784,13,184.4924,1,1,0,2,1,9069.5276
NCQ53,12.857645184135976,0,0.018813776,8,235.25900000000001,5,0,1,2,3,5672.616
NCO29,12.857645184135976,0,0.032099989,8,164.1526,5,0,1,2,3,2960.1468
FDT26,18.85,1,0.06823032,4,121.044,3,8,1,2,2,1557.9720000000002
FDI21,5.59,1,0.056592115,13,65.0168,6,6,2,1,1,447.4176
NCI55,18.6,0,0.012643035,9,119.8414,1,1,0,2,1,365.5242
FDZ04,9.31,0,0.06352904599999999,5,63.751000000000005,0,3,1,2,0,126.50200000000001
FDL27,6.17,0,0.010630948999999999,10,65.9826,8,2,2,0,1,1162.4868
FDS45,5.175,1,0.029490377,13,107.6622,6,6,2,1,1,2858.2794
NCG43,12.857645184135976,0,0.12998368800000001,9,93.0462,4,0,2,0,0,185.0924
FDU28,19.2,1,0.094300933,5,187.5214,3,8,1,2,2,1695.7926
FDO20,12.85,1,0.152001201,6,252.3382,1,1,0,2,1,6056.1168
NCG55,16.25,0,0.039113587000000005,9,116.0176,1,1,0,2,1,1488.7288
NCM42,6.13,0,0.02848169,9,110.4912,2,7,1,1,1,1310.2944
NCG07,12.3,0,0.05271592,9,189.653,3,8,1,2,2,569.259
NCQ29,12.857645184135976,0,0.182493512,8,258.8278,4,0,2,0,0,1041.3112
NCV05,10.1,0,0.050562853,8,153.3656,0,3,1,2,0,463.3968
NCO02,11.15,0,0.07366703,11,66.2142,3,8,1,2,2,131.8284
FDH19,19.35,0,0.03322326,10,172.0738,3,8,1,2,2,3301.7022
DRG13,17.25,0,0.037396492,14,165.6526,2,7,1,1,1,1808.9786
FDI57,19.85,0,0.054015429000000004,12,196.3768,6,6,2,1,1,4138.6128
FDX51,9.5,1,0.02210346,10,194.7452,7,5,1,1,1,1370.2164
FDW33,9.395,0,0.09927469400000001,13,104.52799999999999,9,4,1,0,1,852.2239999999999
DRE12,4.59,0,0.070721656,14,113.286,1,1,0,2,1,1471.418
FDY31,5.98,0,0.043554614000000005,6,148.2418,6,6,2,1,1,2354.2688
FDR31,6.46,1,0.04923932,6,144.4102,9,4,1,0,1,4374.306
FDS55,7.02,0,0.08114883,6,146.8734,6,6,2,1,1,3563.3616
DRL60,8.52,0,0.027054243999999998,14,151.5682,6,6,2,1,1,3506.7686
FDW55,12.6,1,0.036773101,6,250.3092,0,3,1,2,0,249.0092
FDT11,5.94,1,0.049163320999999996,1,186.4556,0,3,1,2,0,563.2668
FDO50,16.25,0,0.078168739,3,91.3804,8,2,2,0,1,1653.8472
FDD28,10.695,0,0.05337973,5,56.7904,9,4,1,0,1,1113.2176
FDN28,5.88,1,0.030418998,5,103.09899999999999,2,7,1,1,1,1341.5870000000002
FDS35,9.3,0,0.11167358699999999,1,65.7826,3,8,1,2,2,968.7389999999999
FDB38,19.5,1,0.027341529,3,158.292,6,6,2,1,1,3994.8
FDT07,5.82,1,0.077634044,6,256.433,3,8,1,2,2,3844.995
FDC53,8.68,0,0.008835694,5,96.5384,8,2,2,0,1,1182.4608
NCT41,15.7,0,0.055990291,8,153.2024,8,2,2,0,1,3795.06
FDR40,12.857645184135976,1,0.00799548,5,78.5618,5,0,1,2,3,2255.7304
FDH32,12.8,0,0.076369874,6,97.241,3,8,1,2,2,1448.115
FDN60,15.1,0,0.095351065,0,158.6604,7,5,1,1,1,2535.3664
FDR33,7.31,0,0.026783871,13,108.15700000000001,6,6,2,1,1,1098.57
FDB59,12.857645184135976,0,0.01520491,13,197.2084,5,0,1,2,3,4166.5764
FDS07,12.35,0,0.099757833,6,113.9518,8,2,2,0,1,910.8144
FDD02,16.6,0,0.0,3,117.3124,1,1,0,2,1,2014.7108
FDH05,14.35,1,0.09089645199999999,5,231.2984,6,6,2,1,1,6024.1584
FDR04,7.075,0,0.022602061,5,98.1068,9,4,1,0,1,1458.102
DRJ47,18.25,0,0.044250304000000004,7,174.708,8,2,2,0,1,2423.512
FDW50,13.1,0,0.075885921,4,165.1158,3,8,1,2,2,1504.0422
NCJ17,7.68,0,0.15317794099999998,8,85.2224,3,8,1,2,2,1278.336
FDH60,19.7,1,0.0,0,197.91099999999997,7,5,1,1,1,1767.6989999999998
DRL60,8.52,0,0.027114238,14,151.9682,7,5,1,1,1,1677.1502
FDS32,17.75,1,0.049634572,6,140.2838,0,3,1,2,0,280.9676
FDM58,12.857645184135976,1,0.0,13,112.2544,5,0,1,2,3,3914.9040000000005
FDK10,5.785,1,0.040587146,13,180.36599999999999,2,7,1,1,1,1258.362
NCS30,5.945,0,0.093008616,9,127.8652,6,6,2,1,1,2195.8084
FDY15,18.25,1,0.17179432,4,154.66299999999998,2,7,1,1,1,2659.8709999999996
FDC53,8.68,0,0.008828341,5,99.9384,1,1,0,2,1,689.7688
FDK45,11.65,0,0.033858187000000005,12,113.38600000000001,8,2,2,0,1,2603.278
FDH26,19.25,1,0.034841089,3,141.1496,3,8,1,2,2,282.2992
NCW06,16.2,0,0.08425957,9,192.3162,0,3,1,2,0,769.6648
FDV37,13.0,1,0.083444376,3,195.8426,1,1,0,2,1,4152.5946
FDB52,17.75,0,0.030497325,4,256.9672,7,5,1,1,1,1534.0032
FDF41,12.15,0,0.13117981199999998,5,245.24599999999998,8,2,2,0,1,3202.498
FDA39,6.32,0,0.012737719,10,38.5822,9,4,1,0,1,353.5398
FDE56,17.25,1,0.159165324,6,63.4194,6,6,2,1,1,1547.985
FDC56,7.72,0,0.12201574400000001,6,121.744,3,8,1,2,2,2277.036
FDT26,18.85,1,0.068091318,4,120.64399999999999,7,5,1,1,1,3475.4759999999997
FDR21,19.7,0,0.067314073,13,175.137,2,7,1,1,1,2822.992
FDC14,14.5,1,0.041249072000000005,3,40.5454,8,2,2,0,1,1216.4166
FDI32,17.7,0,0.174340475,6,116.6834,6,6,2,1,1,3570.6854
FDI02,15.7,1,0.11454343,3,113.7202,6,6,2,1,1,3263.0858
FDE22,9.695,0,0.029693277,13,159.792,3,8,1,2,2,2716.4640000000004
FDW26,11.8,1,0.107057186,4,224.1772,8,2,2,0,1,3558.0352
FDA36,12.857645184135976,0,0.009921107,0,183.6924,4,0,2,0,0,555.2772
NCS06,12.857645184135976,0,0.031583053,9,260.991,5,0,1,2,3,7100.757
NCX05,15.2,0,0.097043739,8,116.8492,6,6,2,1,1,2664.5316
FDU19,8.77,1,0.046762633,6,170.8422,6,6,2,1,1,1724.422
FDA49,19.7,0,0.064909488,3,88.5198,6,6,2,1,1,1308.297
NCZ42,10.5,0,0.011305478999999998,9,235.5248,9,4,1,0,1,4740.496
FDX32,15.1,1,0.0,6,146.2786,0,3,1,2,0,433.4358
FDR01,5.405,1,0.053576661,3,200.5742,1,1,0,2,1,2388.8904
FDQ15,20.35,1,0.150947728,10,81.0276,1,1,0,2,1,1868.2348
FDQ14,12.857645184135976,0,0.10818157,4,149.605,4,0,2,0,0,449.415
FDS56,5.785,1,0.038749536,6,262.0252,6,6,2,1,1,4459.5284
DRJ24,11.8,0,0.113790879,14,185.3924,3,8,1,2,2,370.1848
FDG52,12.857645184135976,0,0.065313024,5,47.1402,5,0,1,2,3,1516.0266
FDF59,12.5,0,0.0,15,127.102,2,7,1,1,1,253.00400000000002
DRM49,6.11,1,0.152813518,14,45.6086,2,7,1,1,1,1025.9978
NCP02,7.105,0,0.044771473,9,58.2562,1,1,0,2,1,592.562
FDW13,8.5,0,0.09808323099999999,3,50.3324,7,5,1,1,1,675.1212
FDV12,16.7,1,0.06121901,0,100.0384,2,7,1,1,1,1970.7679999999998
FDH14,17.1,1,0.047073322,3,138.6838,2,7,1,1,1,2950.1598
FDQ20,8.325,0,0.029953313999999998,6,39.5138,2,7,1,1,1,568.5932
FDT45,15.85,0,0.0,13,55.1956,1,1,0,2,1,1255.6988
NCM26,12.857645184135976,0,0.040520754,11,153.934,4,0,2,0,0,153.134
FDJ22,12.857645184135976,0,0.052554508,13,190.3504,5,0,1,2,3,1917.504
FDD29,12.15,0,0.018514652,5,252.7698,2,7,1,1,1,5834.4054
FDA13,15.85,0,0.07871426,3,37.2506,7,5,1,1,1,493.3578
FDV47,17.1,0,0.054197299000000004,1,83.5566,6,6,2,1,1,1860.2452
FDS57,15.5,0,0.103442268,13,144.847,8,2,2,0,1,2433.499
DRG36,14.15,0,0.095360186,14,172.3106,6,6,2,1,1,3251.1014
FDK38,12.857645184135976,0,0.053031857,3,149.1734,5,0,1,2,3,4454.202
DRJ49,6.865,0,0.013990601,14,127.6652,6,6,2,1,1,2841.6344
FDR37,16.5,1,0.066237024,2,183.1292,6,6,2,1,1,6385.022
NCS53,14.5,0,0.089761211,8,159.4604,6,6,2,1,1,2376.906
FDR22,19.35,1,0.01863822,13,110.2544,3,8,1,2,2,1677.816
NCP42,8.51,0,0.016176344,9,192.1478,3,8,1,2,2,1937.4779999999998
FDK38,6.65,0,0.089196394,3,147.0734,0,3,1,2,0,296.9468
NCC43,7.39,0,0.092782895,9,252.6066,8,2,2,0,1,2259.0594
FDH57,10.895,0,0.0358031,6,130.3284,9,4,1,0,1,2504.7396
FDQ25,8.63,1,0.028271345,3,170.5422,6,6,2,1,1,2069.3064
FDA11,7.75,0,0.043238822,0,92.5436,8,2,2,0,1,1701.7848
FDG31,12.15,0,0.037955309,10,62.8826,9,4,1,0,1,710.4086
FDW28,18.25,0,0.08918608300000001,5,194.3452,3,8,1,2,2,4502.1396
FDV14,19.85,0,0.044566659,4,88.5856,9,4,1,0,1,703.0848
FDB60,9.3,0,0.028638276,0,195.8136,3,8,1,2,2,2138.5496
FDU43,12.857645184135976,1,0.057762300999999995,6,237.3564,5,0,1,2,3,2145.2076
DRH11,5.98,0,0.075711199,7,55.6614,7,5,1,1,1,331.5684
FDC48,12.857645184135976,0,0.027767577,0,82.1592,4,0,2,0,0,412.796
DRK39,7.02,0,0.049865399000000005,4,82.925,8,2,2,0,1,1165.15
FDB20,7.72,0,0.052061483,6,76.7986,9,4,1,0,1,1324.2762
FDE51,5.925,1,0.09638705300000001,4,45.6086,1,1,0,2,1,356.8688
FDX36,9.695,1,0.128176489,0,224.8404,1,1,0,2,1,3600.6464
NCT29,12.6,0,0.064110725,8,122.3414,8,2,2,0,1,243.6828
FDU45,15.6,1,0.035561344,13,112.1518,9,4,1,0,1,1821.6288
FDF56,16.7,1,0.119647957,6,180.9976,9,4,1,0,1,4165.2448
FDW07,18.0,1,0.238831875,6,88.2514,0,3,1,2,0,88.5514
FDR52,12.857645184135976,1,0.07567633900000001,5,190.4846,5,0,1,2,3,8789.8916
FDB45,20.85,0,0.021416681,6,104.6306,3,8,1,2,2,1149.8366
NCT42,12.857645184135976,0,0.024766802,9,151.0392,5,0,1,2,3,3281.0624
FDP52,18.7,1,0.07069172900000001,5,230.201,8,2,2,0,1,5742.525
FDI50,12.857645184135976,1,0.030693309,3,228.0352,5,0,1,2,3,10306.584
FDU48,18.85,0,0.055671582000000004,0,133.3284,2,7,1,1,1,263.6568
FDS43,11.65,0,0.040507228,6,186.924,6,6,2,1,1,2237.0879999999997
NCM41,16.5,0,0.035626319,8,93.11200000000001,1,1,0,2,1,932.12
FDP37,15.6,0,0.143688905,2,128.1994,3,8,1,2,2,2184.4898
FDJ44,12.3,1,0.10654288599999999,6,173.2396,7,5,1,1,1,3139.9128
FDY38,12.857645184135976,1,0.208662546,4,231.83,4,0,2,0,0,466.06
FDC20,10.65,0,0.024107056,6,56.6272,2,7,1,1,1,447.4176
FDF02,16.2,0,0.104058452,3,102.499,2,7,1,1,1,2063.98
FDX38,10.5,1,0.048403392,4,48.2376,3,8,1,2,2,527.3136
FDN50,12.857645184135976,1,0.026391402999999997,3,92.81200000000001,5,0,1,2,3,2609.936
FDA07,7.55,1,0.031007381,6,123.4072,7,5,1,1,1,2082.6224
FDT49,12.857645184135976,0,0.150672399,3,104.728,5,0,1,2,3,2450.144
FDA09,13.35,1,0.149598628,13,179.46599999999998,9,4,1,0,1,3775.086
FDV43,16.0,0,0.077290355,6,44.5086,2,7,1,1,1,713.7376
FDK58,12.857645184135976,1,0.078758649,13,103.0016,4,0,2,0,0,202.4032
FDL22,16.85,0,0.036359891,13,90.7488,1,1,0,2,1,2263.72
FDP56,8.185,0,0.046747070999999994,6,49.9692,2,7,1,1,1,837.5764
DRL47,19.7,0,0.0,7,125.9362,9,4,1,0,1,1635.8706
NCT17,10.8,0,0.041865848,8,189.7214,8,2,2,0,1,5841.0634
FDR12,12.6,1,0.031713126,0,172.5764,2,7,1,1,1,1030.6584
FDD39,16.7,0,0.07044068,4,216.885,3,8,1,2,2,6275.165
FDG04,13.1,0,0.006087409,5,185.0898,3,8,1,2,2,1870.898
FDV19,14.85,1,0.035456465,6,162.2578,2,7,1,1,1,3690.5294
FDS55,12.857645184135976,0,0.142107998,6,150.3734,4,0,2,0,0,296.9468
FDM50,13.0,1,0.030064132,3,58.022,1,1,0,2,1,898.83
DRF13,12.1,0,0.029781362999999998,14,146.9444,8,2,2,0,1,1596.5884
FDJ48,11.3,0,0.056387854,0,245.4118,1,1,0,2,1,6669.3186
FDM20,10.0,0,0.038653608,6,245.4144,1,1,0,2,1,7105.4176
FDP24,20.6,0,0.083172413,0,121.0756,7,5,1,1,1,1696.4584
FDC16,11.5,1,0.020565921,4,86.054,6,6,2,1,1,1384.864
NCB42,11.8,0,0.008609602,8,114.8492,2,7,1,1,1,1390.1904
FDN01,8.895,0,0.121180705,2,177.037,0,3,1,2,0,176.437
FDT34,9.3,0,0.174703862,13,104.0964,7,5,1,1,1,1788.3388
FDA52,12.857645184135976,1,0.12780038800000001,5,177.037,5,0,1,2,3,4587.362
NCC18,19.1,0,0.296713665,9,171.8422,0,3,1,2,0,1034.6532
NCR41,17.85,0,0.018125948,8,94.9094,2,7,1,1,1,761.6752
FDX23,6.445,0,0.029859711,0,94.1436,2,7,1,1,1,1418.154
FDP39,12.65,0,0.116203156,10,53.5324,0,3,1,2,0,415.4592
NCH07,13.15,0,0.09264951,9,157.8604,6,6,2,1,1,3803.0496
FDW47,12.857645184135976,0,0.081197035,1,121.7414,4,0,2,0,0,365.5242
DRD13,15.0,0,0.049070182999999996,14,61.9168,6,6,2,1,1,767.0016
FDR48,11.65,0,0.131394793,0,151.9024,1,1,0,2,1,1669.8264
FDE17,20.1,1,0.0,5,152.2366,0,3,1,2,0,151.1366
FDP60,17.35,0,0.0,0,102.9016,8,2,2,0,1,1922.8304
FDD57,18.1,0,0.022526293,6,95.0094,2,7,1,1,1,1713.7692
FDW13,8.5,0,0.16383895099999998,3,51.3324,0,3,1,2,0,311.5944
FDN24,14.1,0,0.11349714,0,56.1956,7,5,1,1,1,1364.89
FDJ34,11.8,1,0.09418548300000001,13,126.2704,2,7,1,1,1,2002.7264
FDD46,6.035,0,0.14113846,13,155.0998,1,1,0,2,1,3691.1952
FDF46,12.857645184135976,0,0.164006137,13,113.2834,4,0,2,0,0,575.9169999999999
NCE43,12.5,0,0.17314115,9,168.4448,0,3,1,2,0,170.4448
FDN27,20.85,0,0.039555016,10,116.8808,6,6,2,1,1,820.2656
FDW52,14.0,1,0.037580877,5,162.6526,9,4,1,0,1,4275.7676
DRH03,17.25,0,0.035064318,4,92.412,8,2,2,0,1,1304.968
NCM29,11.5,0,0.017678008000000002,8,129.2626,7,5,1,1,1,1705.1138
FDR58,6.675,0,0.041986639000000006,13,93.2462,9,4,1,0,1,1480.7392
